,time,T_0.040,T_0.060,T_0.073
101,101.0,20.00018882751465,20.0,20.0
102,102.0,20.000202178955078,20.0,20.0
103,103.0,20.000215530395508,20.0,20.0
104,104.0,20.000228881835938,20.0,20.0
105,105.0,20.000242233276367,20.0,20.0
106,106.0,20.000255584716797,20.0,20.0
107,107.0,20.00027084350586,20.0,20.0
108,108.0,20.000286102294922,20.0,20.0
109,109.0,20.000301361083984,20.0,20.0
110,110.0,20.00031852722168,20.0,20.0
111,111.0,20.000337600708008,20.0,20.0
112,112.0,20.00035285949707,20.0,20.0
113,113.0,20.00037384033203,20.0,20.0
114,114.0,20.000391006469727,20.0,20.0
115,115.0,20.00041389465332,20.0,20.0
116,116.0,20.00043487548828,20.0,20.0
117,117.0,20.000457763671875,20.0,20.0
118,118.0,20.0004825592041,20.0,20.0
119,119.0,20.000503540039062,20.0,20.0
120,120.0,20.000530242919922,20.0,20.0
121,121.0,20.00055503845215,20.0,20.0
122,122.0,20.000585556030273,20.0,20.0
123,123.0,20.000612258911133,20.0,20.0
124,124.0,20.000640869140625,20.0,20.0
125,125.0,20.000667572021484,20.0,20.0
126,126.0,20.000701904296875,20.0,20.0
127,127.0,20.000734329223633,20.0,20.0
128,128.0,20.00076675415039,20.0,20.0
129,129.0,20.000802993774414,20.0,20.0
130,130.0,20.00084114074707,20.0,20.0
131,131.0,20.000877380371094,20.0,20.0
132,132.0,20.00091552734375,20.0,20.0
133,133.0,20.000953674316406,20.0,20.0
134,134.0,20.000993728637695,20.0,20.0
135,135.0,20.00103759765625,20.0,20.0
136,136.0,20.001081466674805,20.0,20.0
137,137.0,20.00112533569336,20.0,20.0
138,138.0,20.001171112060547,20.0,20.0
139,139.0,20.001218795776367,20.0,20.0
140,140.0,20.00126838684082,20.0,20.0
141,141.0,20.00132179260254,20.0,20.0
142,142.0,20.001373291015625,20.0,20.0
143,143.0,20.001426696777344,20.0,20.0
144,144.0,20.001482009887695,20.0,20.0
145,145.0,20.001541137695312,20.0,20.0
146,146.0,20.00160026550293,20.0,20.0
147,147.0,20.001657485961914,20.0,20.0
148,148.0,20.001718521118164,20.0,20.0
149,149.0,20.00178337097168,20.0,20.0
150,150.0,20.001850128173828,20.0,20.0
151,151.0,20.001916885375977,20.0,20.0
152,152.0,20.00198745727539,20.0,20.0
153,153.0,20.002058029174805,20.0,20.0
154,154.0,20.00212860107422,20.0,20.0
155,155.0,20.0022029876709,20.0,20.0
156,156.0,20.00227928161621,20.000001907348633,20.0
157,157.0,20.00235939025879,20.000001907348633,20.0
158,158.0,20.002437591552734,20.000001907348633,20.0
159,159.0,20.002519607543945,20.000001907348633,20.0
160,160.0,20.00260353088379,20.000001907348633,20.0
161,161.0,20.002695083618164,20.000003814697266,20.0
162,162.0,20.002782821655273,20.000003814697266,20.0
163,163.0,20.002872467041016,20.000003814697266,20.0
164,164.0,20.002965927124023,20.000003814697266,20.0
165,165.0,20.00306510925293,20.000003814697266,20.0
166,166.0,20.00316047668457,20.000003814697266,20.0
167,167.0,20.003257751464844,20.000003814697266,20.0
168,168.0,20.003360748291016,20.000003814697266,20.0
169,169.0,20.00346565246582,20.000003814697266,20.0
170,170.0,20.003572463989258,20.000003814697266,20.0
171,171.0,20.003681182861328,20.000003814697266,20.0
172,172.0,20.00379180908203,20.000003814697266,20.0
173,173.0,20.00390625,20.000003814697266,20.0
174,174.0,20.0040225982666,20.000003814697266,20.0
175,175.0,20.00414276123047,20.000003814697266,20.0
176,176.0,20.004268646240234,20.000003814697266,20.0
177,177.0,20.0043888092041,20.000003814697266,20.0
178,178.0,20.004514694213867,20.000003814697266,20.0
179,179.0,20.00464630126953,20.000003814697266,20.0
180,180.0,20.00477409362793,20.000003814697266,20.0
181,181.0,20.004913330078125,20.0000057220459,20.0
182,182.0,20.005048751831055,20.0000057220459,20.0
183,183.0,20.005189895629883,20.0000057220459,20.0
184,184.0,20.005332946777344,20.0000057220459,20.0
185,185.0,20.00547981262207,20.0000057220459,20.0
186,186.0,20.00562858581543,20.00000762939453,20.0
187,187.0,20.005781173706055,20.00000762939453,20.0
188,188.0,20.00593376159668,20.00000762939453,20.0
189,189.0,20.00609016418457,20.000009536743164,20.0
190,190.0,20.006254196166992,20.000009536743164,20.0
191,191.0,20.00641441345215,20.000009536743164,20.0
192,192.0,20.00658416748047,20.000009536743164,20.0
193,193.0,20.006752014160156,20.000009536743164,20.0
194,194.0,20.00692367553711,20.000009536743164,20.0
195,195.0,20.00710105895996,20.000011444091797,20.0
196,196.0,20.007280349731445,20.00001335144043,20.0
197,197.0,20.007463455200195,20.00001335144043,20.0
198,198.0,20.00765037536621,20.00001335144043,20.0
199,199.0,20.007835388183594,20.00001335144043,20.0
200,200.0,20.008028030395508,20.00001335144043,20.0
201,201.0,20.00822639465332,20.000015258789062,20.0
202,202.0,20.0084228515625,20.000015258789062,20.0
203,203.0,20.008625030517578,20.000017166137695,20.0
204,204.0,20.00882911682129,20.000017166137695,20.0
205,205.0,20.0090389251709,20.000019073486328,20.0
206,206.0,20.00925064086914,20.000019073486328,20.0
207,207.0,20.00946807861328,20.00002098083496,20.0
208,208.0,20.009685516357422,20.00002098083496,20.0
209,209.0,20.00990867614746,20.00002098083496,20.0
210,210.0,20.0101375579834,20.000022888183594,20.0
211,211.0,20.01036262512207,20.000022888183594,20.0
212,212.0,20.010601043701172,20.000022888183594,20.0
213,213.0,20.01083755493164,20.00002670288086,20.0
214,214.0,20.011077880859375,20.00002670288086,20.0
215,215.0,20.011322021484375,20.00002670288086,20.0
216,216.0,20.011573791503906,20.000028610229492,20.0
217,217.0,20.011821746826172,20.000030517578125,20.0
218,218.0,20.01207733154297,20.000030517578125,20.0
219,219.0,20.012340545654297,20.000030517578125,20.0
220,220.0,20.012601852416992,20.000032424926758,20.0
221,221.0,20.01287078857422,20.00003433227539,20.0
222,222.0,20.013141632080078,20.000038146972656,20.0
223,223.0,20.01341438293457,20.000038146972656,20.0
224,224.0,20.013696670532227,20.000038146972656,20.0
225,225.0,20.013978958129883,20.00004005432129,20.0
226,226.0,20.014263153076172,20.00004005432129,20.0
227,227.0,20.014556884765625,20.00004005432129,20.0
228,228.0,20.01485252380371,20.000043869018555,20.0
229,229.0,20.015153884887695,20.000045776367188,20.0
230,230.0,20.015457153320312,20.00004768371582,20.0
231,231.0,20.015766143798828,20.000049591064453,20.0
232,232.0,20.016075134277344,20.00005340576172,20.0
233,233.0,20.016393661499023,20.00005531311035,20.0
234,234.0,20.016714096069336,20.000057220458984,20.0
235,235.0,20.01703643798828,20.000057220458984,20.0
236,236.0,20.01736831665039,20.00006103515625,20.0
237,237.0,20.0177001953125,20.000062942504883,20.0
238,238.0,20.018037796020508,20.000064849853516,20.0
239,239.0,20.018375396728516,20.00006675720215,20.0
240,240.0,20.018726348876953,20.00006675720215,20.0
241,241.0,20.019075393676758,20.000070571899414,20.0
242,242.0,20.01943016052246,20.000072479248047,20.0
243,243.0,20.019790649414062,20.00007438659668,20.0
244,244.0,20.020156860351562,20.00007438659668,20.0
245,245.0,20.020523071289062,20.000080108642578,20.0
246,246.0,20.02089500427246,20.000080108642578,20.0
247,247.0,20.021272659301758,20.000083923339844,20.0
248,248.0,20.02165412902832,20.00008773803711,20.0
249,249.0,20.022043228149414,20.000091552734375,20.0
250,250.0,20.02243423461914,20.000091552734375,20.0
251,251.0,20.022829055786133,20.00009536743164,20.0
252,252.0,20.02322769165039,20.000099182128906,20.0
253,253.0,20.02363395690918,20.00010108947754,20.000001907348633
254,254.0,20.024044036865234,20.000102996826172,20.000001907348633
255,255.0,20.024459838867188,20.000106811523438,20.000001907348633
256,256.0,20.024877548217773,20.00010871887207,20.000001907348633
257,257.0,20.025300979614258,20.000112533569336,20.000001907348633
258,258.0,20.02573013305664,20.000118255615234,20.000001907348633
259,259.0,20.02616310119629,20.0001220703125,20.000003814697266
260,260.0,20.02660369873047,20.000125885009766,20.000003814697266
261,261.0,20.02704620361328,20.00012969970703,20.000003814697266
262,262.0,20.02749252319336,20.000133514404297,20.000003814697266
263,263.0,20.0279483795166,20.000137329101562,20.000003814697266
264,264.0,20.028404235839844,20.000141143798828,20.000003814697266
265,265.0,20.028867721557617,20.00014305114746,20.000003814697266
266,266.0,20.029335021972656,20.000146865844727,20.000003814697266
267,267.0,20.02980613708496,20.000152587890625,20.000003814697266
268,268.0,20.030284881591797,20.000160217285156,20.000003814697266
269,269.0,20.03076934814453,20.000165939331055,20.000003814697266
270,270.0,20.03125762939453,20.00016975402832,20.000003814697266
271,271.0,20.031749725341797,20.000171661376953,20.000003814697266
272,272.0,20.03224754333496,20.00017738342285,20.000003814697266
273,273.0,20.032751083374023,20.000181198120117,20.000003814697266
274,274.0,20.033260345458984,20.000186920166016,20.000003814697266
275,275.0,20.033769607543945,20.00019073486328,20.000003814697266
276,276.0,20.034290313720703,20.00019645690918,20.000003814697266
277,277.0,20.03481101989746,20.000200271606445,20.000003814697266
278,278.0,20.035343170166016,20.000205993652344,20.000003814697266
279,279.0,20.03587532043457,20.000213623046875,20.000003814697266
280,280.0,20.036413192749023,20.00021743774414,20.000003814697266
281,281.0,20.036956787109375,20.000225067138672,20.0000057220459
282,282.0,20.037506103515625,20.000228881835938,20.0000057220459
283,283.0,20.038063049316406,20.000234603881836,20.0000057220459
284,284.0,20.038623809814453,20.000240325927734,20.0000057220459
285,285.0,20.039188385009766,20.000246047973633,20.0000057220459
286,286.0,20.03975486755371,20.00025749206543,20.0000057220459
287,287.0,20.04033088684082,20.000259399414062,20.0000057220459
288,288.0,20.040912628173828,20.000268936157227,20.0000057220459
289,289.0,20.0414981842041,20.000274658203125,20.0000057220459
290,290.0,20.042089462280273,20.000282287597656,20.0000057220459
291,291.0,20.042688369750977,20.00029182434082,20.0000057220459
292,292.0,20.043291091918945,20.00029754638672,20.0000057220459
293,293.0,20.043895721435547,20.00030517578125,20.00000762939453
294,294.0,20.044509887695312,20.00031089782715,20.00000762939453
295,295.0,20.04512596130371,20.00031852722168,20.00000762939453
296,296.0,20.04575538635254,20.00032615661621,20.00000762939453
297,297.0,20.046382904052734,20.000333786010742,20.00000762939453
298,298.0,20.047016143798828,20.00034523010254,20.000009536743164
299,299.0,20.04766082763672,20.000350952148438,20.000009536743164
300,300.0,20.048303604125977,20.00035858154297,20.000009536743164
301,301.0,20.0489559173584,20.000370025634766,20.000009536743164
302,302.0,20.04961395263672,20.000377655029297,20.000011444091797
303,303.0,20.050273895263672,20.000385284423828,20.000011444091797
304,304.0,20.05094337463379,20.000394821166992,20.000011444091797
305,305.0,20.051618576049805,20.000402450561523,20.000011444091797
306,306.0,20.052295684814453,20.000411987304688,20.000011444091797
307,307.0,20.052978515625,20.00042152404785,20.000011444091797
308,308.0,20.05367088317871,20.00043296813965,20.000011444091797
309,309.0,20.054363250732422,20.000442504882812,20.000011444091797
310,310.0,20.05506706237793,20.00045394897461,20.00001335144043
311,311.0,20.055774688720703,20.000465393066406,20.00001335144043
312,312.0,20.056489944458008,20.00047492980957,20.00001335144043
313,313.0,20.057207107543945,20.0004825592041,20.00001335144043
314,314.0,20.05792999267578,20.0004940032959,20.000015258789062
315,315.0,20.058658599853516,20.000505447387695,20.000015258789062
316,316.0,20.059396743774414,20.00051498413086,20.000015258789062
317,317.0,20.060138702392578,20.00052833557129,20.000017166137695
318,318.0,20.060884475708008,20.000537872314453,20.000017166137695
319,319.0,20.06163787841797,20.00054931640625,20.000019073486328
320,320.0,20.062395095825195,20.00056266784668,20.000019073486328
321,321.0,20.06315803527832,20.000572204589844,20.00002098083496
322,322.0,20.06393051147461,20.000585556030273,20.00002098083496
323,323.0,20.0647029876709,20.000598907470703,20.00002098083496
324,324.0,20.065488815307617,20.000614166259766,20.00002098083496
325,325.0,20.066272735595703,20.000625610351562,20.00002098083496
326,326.0,20.06706428527832,20.000640869140625,20.000022888183594
327,327.0,20.0678653717041,20.000656127929688,20.000022888183594
328,328.0,20.068668365478516,20.000669479370117,20.00002670288086
329,329.0,20.06947898864746,20.000682830810547,20.00002670288086
330,330.0,20.070297241210938,20.000696182250977,20.00002670288086
331,331.0,20.07111930847168,20.00071144104004,20.00002670288086
332,332.0,20.071945190429688,20.00072479248047,20.00002670288086
333,333.0,20.072778701782227,20.0007381439209,20.000030517578125
334,334.0,20.07361602783203,20.00075340270996,20.000030517578125
335,335.0,20.074464797973633,20.000770568847656,20.000030517578125
336,336.0,20.075313568115234,20.00078582763672,20.000030517578125
337,337.0,20.076171875,20.000802993774414,20.000030517578125
338,338.0,20.077035903930664,20.000818252563477,20.000030517578125
339,339.0,20.07790184020996,20.00083351135254,20.00003433227539
340,340.0,20.07877540588379,20.000850677490234,20.00003433227539
341,341.0,20.07965660095215,20.00086784362793,20.000036239624023
342,342.0,20.08054542541504,20.000885009765625,20.000038146972656
343,343.0,20.081436157226562,20.00090217590332,20.000038146972656
344,344.0,20.082332611083984,20.000917434692383,20.000038146972656
345,345.0,20.08323860168457,20.00093650817871,20.00004005432129
346,346.0,20.084148406982422,20.00095558166504,20.00004005432129
347,347.0,20.085063934326172,20.000974655151367,20.00004005432129
348,348.0,20.08598518371582,20.000991821289062,20.000041961669922
349,349.0,20.086915969848633,20.00101089477539,20.000041961669922
350,350.0,20.087848663330078,20.001028060913086,20.000043869018555
351,351.0,20.088788986206055,20.00105094909668,20.000043869018555
352,352.0,20.08973503112793,20.00107192993164,20.000045776367188
353,353.0,20.090682983398438,20.0010929107666,20.000045776367188
354,354.0,20.091644287109375,20.00111198425293,20.00004768371582
355,355.0,20.092607498168945,20.001131057739258,20.00004768371582
356,356.0,20.093578338623047,20.00115394592285,20.00004768371582
357,357.0,20.09455108642578,20.00117301940918,20.000051498413086
358,358.0,20.09553337097168,20.001192092895508,20.000051498413086
359,359.0,20.096521377563477,20.001218795776367,20.00005531311035
360,360.0,20.09751319885254,20.001239776611328,20.00005531311035
361,361.0,20.098514556884766,20.00126075744629,20.00005531311035
362,362.0,20.099517822265625,20.001285552978516,20.000057220458984
363,363.0,20.10053062438965,20.001312255859375,20.000057220458984
364,364.0,20.101547241210938,20.001331329345703,20.000057220458984
365,365.0,20.102571487426758,20.00135612487793,20.000059127807617
366,366.0,20.10359764099121,20.001380920410156,20.00006103515625
367,367.0,20.10463523864746,20.00140380859375,20.000062942504883
368,368.0,20.105676651000977,20.001428604125977,20.000064849853516
369,369.0,20.106719970703125,20.001455307006836,20.000064849853516
370,370.0,20.107776641845703,20.001483917236328,20.00006866455078
371,371.0,20.10883331298828,20.00150489807129,20.00006866455078
372,372.0,20.10990333557129,20.00153160095215,20.000072479248047
373,373.0,20.11096954345703,20.001558303833008,20.00007438659668
374,374.0,20.112049102783203,20.001583099365234,20.000076293945312
375,375.0,20.113134384155273,20.001615524291992,20.000076293945312
376,376.0,20.114221572875977,20.001644134521484,20.000076293945312
377,377.0,20.11531639099121,20.00166893005371,20.000080108642578
378,378.0,20.11642074584961,20.001697540283203,20.00008201599121
379,379.0,20.11752700805664,20.001724243164062,20.00008201599121
380,380.0,20.11863899230957,20.00175666809082,20.000085830688477
381,381.0,20.1197566986084,20.00178337097168,20.00008773803711
382,382.0,20.120885848999023,20.00181770324707,20.00008773803711
383,383.0,20.12201690673828,20.00184440612793,20.000091552734375
384,384.0,20.12315559387207,20.00187873840332,20.000093460083008
385,385.0,20.124298095703125,20.001907348632812,20.000097274780273
386,386.0,20.12544822692871,20.00193977355957,20.000099182128906
387,387.0,20.126605987548828,20.001968383789062,20.00010108947754
388,388.0,20.12776756286621,20.002004623413086,20.00010108947754
389,389.0,20.12893295288086,20.00203514099121,20.000102996826172
390,390.0,20.130107879638672,20.0020694732666,20.000106811523438
391,391.0,20.131288528442383,20.00210189819336,20.00010871887207
392,392.0,20.132469177246094,20.00213623046875,20.000112533569336
393,393.0,20.133663177490234,20.002172470092773,20.0001163482666
394,394.0,20.134862899780273,20.00220489501953,20.0001163482666
395,395.0,20.136066436767578,20.00223731994629,20.000120162963867
396,396.0,20.13727378845215,20.002275466918945,20.000123977661133
397,397.0,20.138492584228516,20.002309799194336,20.000125885009766
398,398.0,20.139713287353516,20.002347946166992,20.0001277923584
399,399.0,20.140941619873047,20.002384185791016,20.000131607055664
400,400.0,20.142175674438477,20.00242042541504,20.000133514404297
401,401.0,20.143413543701172,20.002458572387695,20.00013542175293
402,402.0,20.1446590423584,20.00249671936035,20.000137329101562
403,403.0,20.14591407775879,20.002534866333008,20.00014305114746
404,404.0,20.14716911315918,20.002574920654297,20.00014305114746
405,405.0,20.148433685302734,20.002613067626953,20.000144958496094
406,406.0,20.149702072143555,20.002655029296875,20.00014877319336
407,407.0,20.15097999572754,20.00269317626953,20.000150680541992
408,408.0,20.15226173400879,20.002735137939453,20.00015640258789
409,409.0,20.15355110168457,20.002777099609375,20.000160217285156
410,410.0,20.154842376708984,20.002817153930664,20.00016212463379
411,411.0,20.156143188476562,20.002859115600586,20.000165939331055
412,412.0,20.157447814941406,20.00290298461914,20.00016975402832
413,413.0,20.15875816345215,20.002944946289062,20.000171661376953
414,414.0,20.160078048706055,20.002988815307617,20.00017738342285
415,415.0,20.16139793395996,20.00303840637207,20.000179290771484
416,416.0,20.162731170654297,20.00307846069336,20.000181198120117
417,417.0,20.164066314697266,20.003122329711914,20.00018310546875
418,418.0,20.1654109954834,20.0031681060791,20.000186920166016
419,419.0,20.166757583618164,20.003217697143555,20.00019073486328
420,420.0,20.168109893798828,20.003263473510742,20.000194549560547
421,421.0,20.16946792602539,20.00330924987793,20.00019645690918
422,422.0,20.170835494995117,20.003358840942383,20.000200271606445
423,423.0,20.17220687866211,20.00340461730957,20.00020408630371
424,424.0,20.173583984375,20.003454208374023,20.000207901000977
425,425.0,20.174964904785156,20.003501892089844,20.000213623046875
426,426.0,20.17635726928711,20.003551483154297,20.00021743774414
427,427.0,20.177751541137695,20.003602981567383,20.00022315979004
428,428.0,20.17915153503418,20.003650665283203,20.000228881835938
429,429.0,20.180561065673828,20.00370216369629,20.00023078918457
430,430.0,20.181970596313477,20.003755569458008,20.000232696533203
431,431.0,20.18338966369629,20.003808975219727,20.0002384185791
432,432.0,20.184814453125,20.003862380981445,20.000240325927734
433,433.0,20.186246871948242,20.003915786743164,20.000247955322266
434,434.0,20.187681198120117,20.003971099853516,20.00025177001953
435,435.0,20.189123153686523,20.004024505615234,20.00025749206543
436,436.0,20.19057273864746,20.00407600402832,20.000261306762695
437,437.0,20.192026138305664,20.004131317138672,20.00026512145996
438,438.0,20.193485260009766,20.00419044494629,20.000268936157227
439,439.0,20.1949520111084,20.004247665405273,20.000276565551758
440,440.0,20.19642448425293,20.004302978515625,20.000280380249023
441,441.0,20.197906494140625,20.004364013671875,20.00028419494629
442,442.0,20.19938850402832,20.00442123413086,20.000289916992188
443,443.0,20.20087432861328,20.004484176635742,20.000295639038086
444,444.0,20.202369689941406,20.004539489746094,20.000301361083984
445,445.0,20.20387077331543,20.00459861755371,20.000307083129883
446,446.0,20.205379486083984,20.00465965270996,20.00031089782715
447,447.0,20.206890106201172,20.004722595214844,20.000316619873047
448,448.0,20.208410263061523,20.00478744506836,20.000320434570312
449,449.0,20.209932327270508,20.004846572875977,20.00032615661621
450,450.0,20.211463928222656,20.004911422729492,20.000333786010742
451,451.0,20.21299934387207,20.004974365234375,20.000341415405273
452,452.0,20.214542388916016,20.00503921508789,20.00034523010254
453,453.0,20.21609115600586,20.00510597229004,20.000349044799805
454,454.0,20.217641830444336,20.005170822143555,20.00035285949707
455,455.0,20.219202041625977,20.005233764648438,20.000362396240234
456,456.0,20.220767974853516,20.005300521850586,20.000368118286133
457,457.0,20.22233772277832,20.00537109375,20.00037384033203
458,458.0,20.223913192749023,20.005435943603516,20.00037956237793
459,459.0,20.225494384765625,20.00550651550293,20.000385284423828
460,460.0,20.227081298828125,20.005577087402344,20.000394821166992
461,461.0,20.22867774963379,20.005645751953125,20.000402450561523
462,462.0,20.230276107788086,20.005718231201172,20.00040626525879
463,463.0,20.23187828063965,20.005786895751953,20.00041389465332
464,464.0,20.233489990234375,20.005863189697266,20.00041961669922
465,465.0,20.235109329223633,20.00593376159668,20.00042724609375
466,466.0,20.236730575561523,20.006006240844727,20.00043487548828
467,467.0,20.23835563659668,20.006080627441406,20.00044059753418
468,468.0,20.239986419677734,20.006153106689453,20.00044822692871
469,469.0,20.24163055419922,20.006229400634766,20.00045394897461
470,470.0,20.24327278137207,20.006309509277344,20.000459671020508
471,471.0,20.244924545288086,20.006385803222656,20.00046730041504
472,472.0,20.24658203125,20.006458282470703,20.000476837158203
473,473.0,20.24824333190918,20.00653839111328,20.000484466552734
474,474.0,20.249910354614258,20.00661849975586,20.000490188598633
475,475.0,20.251583099365234,20.006696701049805,20.00049591064453
476,476.0,20.25326156616211,20.006776809692383,20.000507354736328
477,477.0,20.254947662353516,20.00685691833496,20.000513076782227
478,478.0,20.256635665893555,20.006940841674805,20.00052261352539
479,479.0,20.258329391479492,20.007020950317383,20.000530242919922
480,480.0,20.26003074645996,20.007102966308594,20.000539779663086
481,481.0,20.26173973083496,20.00718879699707,20.000547409057617
482,482.0,20.263450622558594,20.007274627685547,20.000553131103516
483,483.0,20.265167236328125,20.007356643676758,20.000564575195312
484,484.0,20.26689338684082,20.007442474365234,20.000574111938477
485,485.0,20.26862144470215,20.007530212402344,20.000581741333008
486,486.0,20.270357131958008,20.00761604309082,20.00058937072754
487,487.0,20.272096633911133,20.007705688476562,20.00059700012207
488,488.0,20.273841857910156,20.007793426513672,20.0006103515625
489,489.0,20.27559471130371,20.007883071899414,20.000619888305664
490,490.0,20.2773494720459,20.00797462463379,20.000625610351562
491,491.0,20.279109954833984,20.008066177368164,20.000633239746094
492,492.0,20.2808780670166,20.008155822753906,20.000646591186523
493,493.0,20.282649993896484,20.00824737548828,20.00065803527832
494,494.0,20.2844295501709,20.00834083557129,20.00066566467285
495,495.0,20.286211013793945,20.00843620300293,20.000675201416016
496,496.0,20.28800392150879,20.008527755737305,20.00068473815918
497,497.0,20.289798736572266,20.00862693786621,20.000696182250977
498,498.0,20.291597366333008,20.00872039794922,20.000703811645508
499,499.0,20.29340171813965,20.008819580078125,20.000715255737305
500,500.0,20.295215606689453,20.00891876220703,20.00072479248047
501,501.0,20.29703140258789,20.009016036987305,20.000736236572266
502,502.0,20.298852920532227,20.00911521911621,20.00074577331543
503,503.0,20.300682067871094,20.009214401245117,20.000757217407227
504,504.0,20.30251121520996,20.009315490722656,20.00076675415039
505,505.0,20.304353713989258,20.009416580200195,20.000778198242188
506,506.0,20.30619239807129,20.009517669677734,20.000791549682617
507,507.0,20.30804443359375,20.00962257385254,20.000802993774414
508,508.0,20.309900283813477,20.009723663330078,20.00081443786621
509,509.0,20.311758041381836,20.009830474853516,20.000823974609375
510,510.0,20.313621520996094,20.00993537902832,20.000837326049805
511,511.0,20.315492630004883,20.01004409790039,20.000850677490234
512,512.0,20.317365646362305,20.01015281677246,20.0008602142334
513,513.0,20.31924819946289,20.010257720947266,20.000869750976562
514,514.0,20.321134567260742,20.010364532470703,20.000885009765625
515,515.0,20.323026657104492,20.01047706604004,20.00089454650879
516,516.0,20.324922561645508,20.01058578491211,20.00090789794922
517,517.0,20.32682228088379,20.01070213317871,20.00092315673828
518,518.0,20.328731536865234,20.010812759399414,20.000934600830078
519,519.0,20.330644607543945,20.010923385620117,20.000944137573242
520,520.0,20.33255958557129,20.01103973388672,20.000961303710938
521,521.0,20.334482192993164,20.011154174804688,20.0009765625
522,522.0,20.336410522460938,20.011268615722656,20.000986099243164
523,523.0,20.338342666625977,20.011388778686523,20.000999450683594
524,524.0,20.340288162231445,20.011503219604492,20.001012802124023
525,525.0,20.342226028442383,20.011621475219727,20.001028060913086
526,526.0,20.344175338745117,20.01173973083496,20.001041412353516
